,국가별수출입 실적,국가명,수출건수,수출금액
2605,2020.08,보스니아-헤르체고비나,                  33,                 902
2606,2020.09,보스니아-헤르체고비나,                  27,                 509
2607,2020.10,보스니아-헤르체고비나,                  40,"               1,337"
2608,2020.11,보스니아-헤르체고비나,                  42,"               1,715"
2609,2020.12,보스니아-헤르체고비나,                  40,                 816
2610,2021.01,보스니아-헤르체고비나,                  31,                 744
2611,2021.02,보스니아-헤르체고비나,                  25,                 440
2612,2021.03,보스니아-헤르체고비나,                  57,"               1,458"
2613,2021.04,보스니아-헤르체고비나,                  37,"               1,134"
2614,2021.05,보스니아-헤르체고비나,                  33,                 614
2615,2021.06,보스니아-헤르체고비나,                  38,                 755
2616,2021.07,보스니아-헤르체고비나,                  50,                 571
2617,2021.08,보스니아-헤르체고비나,                  24,"               2,731"
2618,2021.09,보스니아-헤르체고비나,                  42,                 414
2619,2021.10,보스니아-헤르체고비나,                  40,"               2,249"
2620,2021.11,보스니아-헤르체고비나,                  44,                 897
2621,2021.12,보스니아-헤르체고비나,                  40,                 378
2622,2022.01,보스니아-헤르체고비나,                  44,                 818
2623,2022.02,보스니아-헤르체고비나,                  33,                 597
2624,2022.03,보스니아-헤르체고비나,                  41,                 694
2625,2022.04,보스니아-헤르체고비나,                  43,"               2,785"
2626,2022.05,보스니아-헤르체고비나,                  40,"               2,313"
2627,2022.06,보스니아-헤르체고비나,                  50,"               1,209"
2628,2022.07,보스니아-헤르체고비나,                  52,"               3,869"
2629,2020.01,보츠와나,                  14,                 138
2630,2020.02,보츠와나,                  11,                  25
2631,2020.03,보츠와나,                  11,                 619
2632,2020.04,보츠와나,                  11,                 369
2633,2020.05,보츠와나,                  11,                 340
2634,2020.06,보츠와나,                   8,                 120
2635,2020.07,보츠와나,                  17,                 351
2636,2020.08,보츠와나,                  12,"               2,384"
2637,2020.09,보츠와나,                  13,"               1,076"
2638,2020.10,보츠와나,                  13,                 117
2639,2020.11,보츠와나,                   7,                  49
2640,2020.12,보츠와나,                  18,"               5,002"
2641,2021.01,보츠와나,                  16,                 232
2642,2021.02,보츠와나,                  11,                 104
2643,2021.03,보츠와나,                   9,                  92
2644,2021.04,보츠와나,                  13,"               5,378"
2645,2021.05,보츠와나,                  10,                 186
2646,2021.06,보츠와나,                  13,                 251
2647,2021.07,보츠와나,                   7,                 115
2648,2021.08,보츠와나,                   9,                  43
2649,2021.09,보츠와나,                  11,                 406
2650,2021.10,보츠와나,                  11,                 530
2651,2021.11,보츠와나,                  17,"               2,577"
2652,2021.12,보츠와나,                   9,                 494
2653,2022.01,보츠와나,                   6,                 526
2654,2022.02,보츠와나,                  12,                 246
2655,2022.03,보츠와나,                  21,                 103
2656,2022.04,보츠와나,                  15,"               1,204"
2657,2022.05,보츠와나,                   6,                 761
2658,2022.06,보츠와나,                   6,                  27
2659,2022.07,보츠와나,                   9,                 495
2660,2020.01,볼리비아,                  98,"               1,437"
2661,2020.02,볼리비아,                  99,                 664
2662,2020.03,볼리비아,                  99,"               2,937"
